score,zone,uid_is_root,score_delta,event_type,target_containment,source,category
7.3,0,0,-4.59,0,0,adfa_ld,normal
14.06,2,0,0.27,4,3,adfa_ld,process_injection
54.64,0,0,0.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
27.46,0,0,-0.35,0,0,adfa_ld,normal
9.89,0,0,5.25,0,0,adfa_ld,normal
12.49,0,0,0.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.71,0,0,4.94,0,0,adfa_ld,normal
11.27,0,0,3.43,0,0,adfa_ld,normal
20.42,0,0,-22.49,0,0,adfa_ld,normal
6.52,0,0,-6.52,0,0,adfa_ld,normal
12.97,2,0,-0.75,4,3,adfa_ld,process_injection
4.7,0,0,-5.27,0,0,adfa_ld,normal
18.36,0,0,0.13,0,0,adfa_ld,normal
28.37,0,0,-19.89,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
22.34,0,0,-26.71,0,0,adfa_ld,normal
13.94,2,0,12.66,4,3,adfa_ld,process_injection
10.93,0,0,-0.44,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
14.38,1,0,0.34,1,1,adfa_ld,credential_access
7.15,0,0,2.52,0,0,adfa_ld,normal
17.45,0,0,0.35,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
22.77,0,0,3.57,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
22.7,0,0,1.69,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.47,0,0,2.32,0,0,adfa_ld,normal
13.08,1,0,-0.13,2,2,adfa_ld,lateral_movement
11.49,0,0,-0.92,0,0,adfa_ld,normal
13.19,1,0,0.07,1,1,adfa_ld,credential_access
43.76,0,0,0.66,0,0,adfa_ld,normal
2.68,0,0,8.78,0,0,adfa_ld,normal
6.72,0,0,2.44,0,0,adfa_ld,normal
9.06,0,0,-7.36,0,0,adfa_ld,normal
23.59,0,0,28.65,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
100.0,0,0,1.82,0,0,adfa_ld,normal
10.6,0,0,0.0,0,0,adfa_ld,normal
7.28,0,0,-10.1,0,0,adfa_ld,normal
1.95,0,0,1.84,0,0,adfa_ld,normal
6.68,0,0,-3.6,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.95,2,0,-0.03,5,4,adfa_ld,reverse_shell
14.05,1,0,1.21,2,2,adfa_ld,lateral_movement
21.74,0,0,-5.59,0,0,adfa_ld,normal
27.96,0,0,30.37,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.64,2,1,0.62,3,3,adfa_ld,privilege_escalation
4.7,0,0,-5.27,0,0,adfa_ld,normal
29.35,0,0,-0.32,0,0,adfa_ld,normal
7.43,0,0,-3.09,0,0,adfa_ld,normal
29.27,0,0,1.16,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.56,0,0,1.67,0,0,adfa_ld,normal
9.85,0,0,3.17,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
8.89,0,0,-0.18,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
25.78,0,0,33.93,0,0,adfa_ld,normal
12.5,0,0,5.78,0,0,adfa_ld,normal
18.46,0,0,0.02,0,0,local_machine,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.93,0,0,-8.0,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
13.07,0,0,4.37,0,0,adfa_ld,normal
13.13,0,0,0.74,0,0,adfa_ld,normal
20.3,0,0,0.45,0,0,adfa_ld,normal
9.28,2,0,-5.02,5,4,adfa_ld,reverse_shell
59.79,0,0,-4.49,0,0,adfa_ld,normal
29.3,0,0,0.55,0,0,adfa_ld,normal
11.32,0,0,0.59,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
24.61,0,0,0.01,0,0,adfa_ld,normal
13.83,0,0,12.23,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.6,1,0,14.76,1,1,adfa_ld,credential_access
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.63,0,0,-3.8,0,0,adfa_ld,normal
21.75,0,0,-7.46,0,0,adfa_ld,normal
6.01,0,0,-0.11,0,0,adfa_ld,normal
6.31,2,0,0.69,4,3,adfa_ld,process_injection
12.49,0,0,-7.17,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
22.87,0,0,1.48,0,0,adfa_ld,normal
18.12,0,0,-8.15,0,0,adfa_ld,normal
7.63,0,0,0.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
14.19,2,1,0.61,3,3,adfa_ld,privilege_escalation
12.4,0,0,0.61,0,0,adfa_ld,normal
10.69,0,0,0.01,0,0,adfa_ld,normal
7.44,0,0,-0.22,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.45,0,0,-0.34,0,0,adfa_ld,normal
14.38,0,0,0.2,0,0,adfa_ld,normal
7.99,0,0,5.83,0,0,adfa_ld,normal
12.47,0,0,-16.48,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
3.0,0,0,3.07,0,0,adfa_ld,normal
27.96,0,0,30.37,0,0,adfa_ld,normal
20.0,0,0,0.24,0,0,local_machine,normal
7.36,0,0,12.1,0,0,adfa_ld,normal
4.19,0,0,0.0,0,0,adfa_ld,normal
13.7,0,0,-1.65,0,0,adfa_ld,normal
20.58,0,0,0.13,0,0,adfa_ld,normal
12.84,2,0,0.19,5,4,adfa_ld,reverse_shell
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
26.15,0,0,2.6,0,0,adfa_ld,normal
9.31,1,0,5.01,2,2,adfa_ld,lateral_movement
15.46,0,0,-0.03,0,0,adfa_ld,normal
12.99,2,0,14.65,4,3,adfa_ld,process_injection
3.27,0,0,-9.18,0,0,adfa_ld,normal
9.74,0,0,-6.64,0,0,adfa_ld,normal
35.6,0,0,0.15,0,0,adfa_ld,normal
27.08,0,0,34.0,0,0,adfa_ld,normal
11.07,0,0,-16.2,0,0,adfa_ld,normal
9.37,0,0,-0.9,0,0,adfa_ld,normal
4.1,0,0,0.12,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.95,0,0,0.09,0,0,adfa_ld,normal
13.94,0,0,-10.61,0,0,adfa_ld,normal
8.58,0,0,1.79,0,0,adfa_ld,normal
16.78,0,0,2.86,0,0,adfa_ld,normal
6.07,1,0,5.13,2,2,adfa_ld,lateral_movement
12.89,1,0,11.32,1,1,adfa_ld,credential_access
26.04,0,0,1.39,0,0,adfa_ld,normal
11.33,0,0,3.74,0,0,adfa_ld,normal
11.75,0,0,1.89,0,0,adfa_ld,normal
85.49,0,0,-12.53,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
8.26,0,0,2.48,0,0,adfa_ld,normal
51.32,0,0,0.73,0,0,adfa_ld,normal
16.05,0,0,-3.38,0,0,adfa_ld,normal
16.05,0,0,-3.31,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.05,1,0,-7.08,1,1,adfa_ld,credential_access
24.08,0,0,-0.75,0,0,adfa_ld,normal
19.36,0,0,-8.07,0,0,adfa_ld,normal
20.01,0,0,-5.77,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.87,0,0,14.27,0,0,adfa_ld,normal
28.5,0,0,15.33,0,0,adfa_ld,normal
4.72,0,0,-3.16,0,0,adfa_ld,normal
29.18,0,0,-14.81,0,0,adfa_ld,normal
9.47,0,0,-4.91,0,0,adfa_ld,normal
11.83,0,0,-3.55,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.4,0,0,-0.07,0,0,adfa_ld,normal
29.08,0,0,2.58,0,0,adfa_ld,normal
16.54,1,0,-0.08,1,1,adfa_ld,credential_access
27.08,0,0,34.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
15.38,0,0,0.2,0,0,local_machine,normal
18.68,0,0,-22.69,0,0,adfa_ld,normal
6.97,1,0,2.12,1,1,adfa_ld,credential_access
13.65,0,0,-23.76,0,0,adfa_ld,normal
10.07,0,0,2.03,0,0,adfa_ld,normal
15.89,0,0,-0.05,0,0,adfa_ld,normal
10.1,0,0,3.15,0,0,adfa_ld,normal
22.24,0,0,21.64,0,0,adfa_ld,normal
16.05,0,0,-3.38,0,0,adfa_ld,normal
17.8,0,0,-14.12,0,0,adfa_ld,normal
25.66,0,0,-10.63,0,0,adfa_ld,normal
8.64,0,0,2.65,0,0,adfa_ld,normal
2.23,0,0,3.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.55,0,0,-1.67,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.11,1,0,9.48,1,1,adfa_ld,credential_access
18.51,2,0,13.28,4,3,adfa_ld,process_injection
4.7,0,0,-5.27,0,0,adfa_ld,normal
20.41,0,0,17.05,0,0,adfa_ld,normal
100.0,0,0,5.98,0,0,adfa_ld,normal
27.37,0,0,31.16,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
61.47,0,0,1.43,0,0,adfa_ld,normal
12.9,0,0,1.68,0,0,adfa_ld,normal
22.37,0,0,27.66,0,0,adfa_ld,normal
13.8,0,0,-14.52,0,0,adfa_ld,normal
13.61,2,0,0.12,5,4,adfa_ld,reverse_shell
52.37,0,0,30.05,0,0,adfa_ld,normal
13.63,0,0,3.66,0,0,adfa_ld,normal
19.86,0,0,19.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.03,0,0,-3.04,0,0,adfa_ld,normal
23.77,0,0,1.62,0,0,adfa_ld,normal
11.76,0,0,-0.34,0,0,adfa_ld,normal
6.67,0,0,-3.32,0,0,adfa_ld,normal
15.67,0,0,-0.1,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
11.25,0,0,-1.84,0,0,adfa_ld,normal
4.49,0,0,-5.73,0,0,adfa_ld,normal
4.7,0,0,2.71,0,0,adfa_ld,normal
10.83,0,0,-3.96,0,0,adfa_ld,normal
10.83,0,0,-0.33,0,0,adfa_ld,normal
30.04,0,0,39.32,0,0,adfa_ld,normal
30.97,0,0,0.68,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.7,0,0,3.18,0,0,adfa_ld,normal
19.31,0,0,6.3,0,0,adfa_ld,normal
15.69,0,0,-26.14,0,0,adfa_ld,normal
9.73,0,0,8.05,0,0,adfa_ld,normal
11.14,0,0,0.62,0,0,adfa_ld,normal
14.14,0,0,3.09,0,0,adfa_ld,normal
14.27,0,0,-2.01,0,0,adfa_ld,normal
22.71,0,0,-24.06,0,0,adfa_ld,normal
11.28,2,0,-1.21,5,4,adfa_ld,reverse_shell
37.03,0,0,0.68,0,0,adfa_ld,normal
27.08,0,0,34.0,0,0,adfa_ld,normal
19.39,1,0,-2.91,1,1,adfa_ld,credential_access
27.72,0,0,-3.04,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.34,0,0,-4.65,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
9.88,0,0,2.91,0,0,adfa_ld,normal
40.03,0,0,3.67,0,0,adfa_ld,normal
9.34,0,0,-0.84,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.71,0,0,0.18,0,0,adfa_ld,normal
39.55,0,0,0.94,0,0,adfa_ld,normal
7.12,0,0,1.99,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
24.41,0,0,-0.4,0,0,adfa_ld,normal
24.54,0,0,6.1,0,0,adfa_ld,normal
24.91,1,0,-3.1,2,2,adfa_ld,lateral_movement
8.46,0,0,4.01,0,0,adfa_ld,normal
9.28,2,0,-13.03,4,3,adfa_ld,process_injection
11.97,0,0,0.05,0,0,adfa_ld,normal
13.82,0,0,-3.83,0,0,adfa_ld,normal
12.2,2,0,-0.79,5,4,adfa_ld,reverse_shell
10.5,0,0,4.01,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.87,2,0,-1.88,5,4,adfa_ld,reverse_shell
10.92,1,0,0.27,1,1,adfa_ld,credential_access
33.86,0,0,24.64,0,0,adfa_ld,normal
7.92,0,0,10.98,0,0,adfa_ld,normal
7.35,0,0,-1.55,0,0,adfa_ld,normal
13.46,0,0,-5.58,0,0,adfa_ld,normal
14.65,0,0,4.48,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.11,0,0,-2.08,0,0,adfa_ld,normal
10.77,0,0,7.02,0,0,adfa_ld,normal
9.92,0,0,-1.6,0,0,adfa_ld,normal
12.98,0,0,-0.29,0,0,adfa_ld,normal
8.7,0,0,0.71,0,0,adfa_ld,normal
7.37,2,0,1.27,4,3,adfa_ld,process_injection
9.95,0,0,0.07,0,0,adfa_ld,normal
25.78,0,0,33.93,0,0,adfa_ld,normal
11.99,0,0,-6.56,0,0,adfa_ld,normal
10.6,0,0,0.0,0,0,adfa_ld,normal
14.49,0,0,13.45,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.38,0,0,0.88,0,0,adfa_ld,normal
18.22,0,0,-0.32,0,0,adfa_ld,normal
7.04,0,0,-6.75,0,0,adfa_ld,normal
10.66,0,0,-1.32,0,0,adfa_ld,normal
9.71,0,0,-0.68,0,0,adfa_ld,normal
14.32,2,1,-0.26,3,3,adfa_ld,privilege_escalation
8.58,0,0,1.79,0,0,adfa_ld,normal
8.64,0,0,1.42,0,0,adfa_ld,normal
14.24,0,0,4.35,0,0,adfa_ld,normal
12.56,1,0,0.0,1,1,adfa_ld,credential_access
22.7,0,0,1.69,0,0,adfa_ld,normal
13.28,1,0,0.99,1,1,adfa_ld,credential_access
22.72,0,0,-0.65,0,0,adfa_ld,normal
11.7,0,0,-0.67,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.01,0,0,2.38,0,0,adfa_ld,normal
7.69,0,0,-6.3,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.42,0,0,-1.7,0,0,adfa_ld,normal
4.82,0,0,1.11,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
14.3,0,0,-0.74,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
23.17,0,0,1.84,0,0,adfa_ld,normal
14.32,0,0,0.06,0,0,adfa_ld,normal
9.16,0,0,3.61,0,0,adfa_ld,normal
11.95,0,0,0.13,0,0,adfa_ld,normal
27.19,0,0,3.99,0,0,adfa_ld,normal
11.12,0,0,1.56,0,0,adfa_ld,normal
9.83,0,0,-1.03,0,0,adfa_ld,normal
25.08,0,0,25.62,0,0,adfa_ld,normal
26.63,0,0,-2.19,0,0,adfa_ld,normal
10.02,0,0,3.81,0,0,adfa_ld,normal
7.59,0,0,10.29,0,0,adfa_ld,normal
9.23,0,0,4.6,0,0,local_machine,normal
8.81,0,0,7.33,0,0,adfa_ld,normal
19.22,0,0,-0.26,0,0,adfa_ld,normal
6.94,2,0,3.36,4,3,adfa_ld,process_injection
18.68,0,0,-22.69,0,0,adfa_ld,normal
12.59,0,0,3.17,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.38,0,0,-4.12,0,0,adfa_ld,normal
7.07,0,0,-0.73,0,0,adfa_ld,normal
8.04,0,0,-2.12,0,0,adfa_ld,normal
4.74,0,0,-5.9,0,0,adfa_ld,normal
10.34,1,0,1.72,1,1,adfa_ld,credential_access
11.93,0,0,0.06,0,0,adfa_ld,normal
6.45,0,0,8.09,0,0,adfa_ld,normal
11.2,0,0,0.23,0,0,adfa_ld,normal
27.64,0,0,1.73,0,0,adfa_ld,normal
5.11,0,0,-3.52,0,0,adfa_ld,normal
17.85,1,0,-2.33,2,2,adfa_ld,lateral_movement
22.23,2,0,0.94,5,4,adfa_ld,reverse_shell
9.88,0,0,1.63,0,0,adfa_ld,normal
15.1,0,0,-0.2,0,0,adfa_ld,normal
34.03,0,0,0.23,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.28,0,0,3.01,0,0,adfa_ld,normal
3.72,0,0,-0.99,0,0,adfa_ld,normal
19.53,0,0,7.42,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.05,0,0,-4.65,0,0,adfa_ld,normal
14.93,1,0,-2.39,1,1,adfa_ld,credential_access
27.07,0,0,4.39,0,0,adfa_ld,normal
23.08,0,0,-15.94,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.87,0,0,5.44,0,0,adfa_ld,normal
17.07,2,1,-0.02,3,3,adfa_ld,privilege_escalation
15.9,0,0,-3.73,0,0,adfa_ld,normal
7.94,0,0,0.7,0,0,adfa_ld,normal
10.4,0,0,1.16,0,0,adfa_ld,normal
25.65,1,0,-0.07,2,2,adfa_ld,lateral_movement
26.72,1,0,0.22,2,2,adfa_ld,lateral_movement
11.34,0,0,1.45,0,0,adfa_ld,normal
4.7,0,0,-7.34,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
6.83,0,0,-2.38,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.01,0,0,6.27,0,0,adfa_ld,normal
7.91,0,0,1.84,0,0,adfa_ld,normal
10.38,0,0,0.94,0,0,adfa_ld,normal
16.09,1,0,0.2,2,2,adfa_ld,lateral_movement
9.56,0,0,1.67,0,0,adfa_ld,normal
6.89,0,0,-6.15,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.1,0,0,0.63,0,0,adfa_ld,normal
11.78,0,0,-15.68,0,0,adfa_ld,normal
16.33,1,0,18.29,1,1,adfa_ld,credential_access
7.42,0,0,0.67,0,0,adfa_ld,normal
18.55,0,0,10.8,0,0,adfa_ld,normal
9.62,0,0,0.63,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
52.55,0,0,0.55,0,0,adfa_ld,normal
15.69,0,0,-25.93,0,0,adfa_ld,normal
13.29,1,0,0.2,1,1,adfa_ld,credential_access
11.54,1,0,-2.81,1,1,adfa_ld,credential_access
18.46,0,0,0.21,0,0,local_machine,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.75,2,0,2.86,4,3,adfa_ld,process_injection
16.08,0,0,-0.08,0,0,adfa_ld,normal
25.06,1,0,0.57,2,2,adfa_ld,lateral_movement
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.12,0,0,0.82,0,0,adfa_ld,normal
14.84,0,0,0.1,0,0,adfa_ld,normal
8.11,0,0,5.53,0,0,adfa_ld,normal
22.66,0,0,5.64,0,0,adfa_ld,normal
27.08,0,0,34.0,0,0,adfa_ld,normal
8.26,0,0,-2.27,0,0,adfa_ld,normal
37.01,0,0,1.15,0,0,adfa_ld,normal
9.63,0,0,-13.6,0,0,adfa_ld,normal
5.67,0,0,-5.92,0,0,adfa_ld,normal
10.99,0,0,10.58,0,0,adfa_ld,normal
5.29,0,0,-8.05,0,0,adfa_ld,normal
7.29,0,0,-10.5,0,0,adfa_ld,normal
11.04,0,0,7.54,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
29.8,0,0,45.96,0,0,adfa_ld,normal
14.31,2,0,0.07,4,3,adfa_ld,process_injection
13.03,0,0,4.42,0,0,adfa_ld,normal
24.0,0,0,22.68,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
23.77,0,0,-26.19,0,0,adfa_ld,normal
7.92,0,0,10.98,0,0,adfa_ld,normal
9.0,0,0,-0.99,0,0,adfa_ld,normal
4.7,0,0,-8.12,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.04,0,0,0.21,0,0,adfa_ld,normal
16.62,1,0,11.28,2,2,adfa_ld,lateral_movement
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
29.59,0,0,0.77,0,0,adfa_ld,normal
13.39,0,0,11.12,0,0,adfa_ld,normal
27.97,1,0,-12.1,1,1,adfa_ld,credential_access
10.88,0,0,3.38,0,0,adfa_ld,normal
21.76,0,0,-1.46,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
13.4,0,0,-13.56,0,0,adfa_ld,normal
23.57,0,0,27.77,0,0,adfa_ld,normal
2.13,0,0,2.73,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.95,2,0,-0.65,5,4,adfa_ld,reverse_shell
3.1,0,0,3.07,0,0,adfa_ld,normal
10.57,0,0,1.14,0,0,adfa_ld,normal
11.29,0,0,-0.1,0,0,adfa_ld,normal
12.75,0,0,-0.1,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
12.82,2,1,0.3,3,3,adfa_ld,privilege_escalation
10.0,0,0,10.0,0,0,local_machine,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
8.16,0,0,1.48,0,0,adfa_ld,normal
7.98,0,0,-0.43,0,0,adfa_ld,normal
9.27,0,0,1.76,0,0,adfa_ld,normal
12.63,1,0,-0.11,2,2,adfa_ld,lateral_movement
4.7,0,0,-5.27,0,0,adfa_ld,normal
8.1,2,0,-0.33,4,3,adfa_ld,process_injection
12.99,0,0,0.04,0,0,adfa_ld,normal
6.64,0,0,1.35,0,0,adfa_ld,normal
3.83,0,0,1.79,0,0,adfa_ld,normal
7.95,0,0,0.4,0,0,adfa_ld,normal
15.9,0,0,-3.73,0,0,adfa_ld,normal
20.54,0,0,-0.67,0,0,adfa_ld,normal
11.29,0,0,-4.11,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
21.36,0,0,-10.61,0,0,adfa_ld,normal
15.94,2,0,-0.07,5,4,adfa_ld,reverse_shell
16.06,0,0,-0.13,0,0,adfa_ld,normal
18.17,0,0,1.81,0,0,adfa_ld,normal
8.4,0,0,-5.5,0,0,adfa_ld,normal
8.81,0,0,7.33,0,0,adfa_ld,normal
30.49,0,0,19.47,0,0,adfa_ld,normal
8.44,0,0,-5.94,0,0,adfa_ld,normal
5.26,0,0,1.46,0,0,adfa_ld,normal
13.88,0,0,1.76,0,0,adfa_ld,normal
10.49,0,0,3.11,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
10.46,0,0,0.41,0,0,adfa_ld,normal
27.39,0,0,-0.27,0,0,adfa_ld,normal
16.97,0,0,1.92,0,0,adfa_ld,normal
12.78,0,0,-0.07,0,0,adfa_ld,normal
10.91,0,0,-0.49,0,0,adfa_ld,normal
15.23,1,0,12.44,1,1,adfa_ld,credential_access
11.24,1,0,-1.66,1,1,adfa_ld,credential_access
7.1,1,0,-6.14,2,2,adfa_ld,lateral_movement
5.67,0,0,5.86,0,0,adfa_ld,normal
28.32,0,0,1.68,0,0,adfa_ld,normal
12.98,0,0,-0.29,0,0,adfa_ld,normal
4.88,0,0,10.55,0,0,adfa_ld,normal
26.6,0,0,-3.9,0,0,adfa_ld,normal
7.46,0,0,4.16,0,0,adfa_ld,normal
18.57,1,0,-7.1,2,2,adfa_ld,lateral_movement
27.95,0,0,-2.88,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
15.23,1,0,-7.11,2,2,adfa_ld,lateral_movement
7.91,0,0,4.2,0,0,adfa_ld,normal
9.32,0,0,1.52,0,0,adfa_ld,normal
10.88,0,0,3.38,0,0,adfa_ld,normal
9.32,0,0,1.52,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
11.68,2,1,0.46,3,3,adfa_ld,privilege_escalation
14.53,1,0,0.07,1,1,adfa_ld,credential_access
22.34,0,0,-26.71,0,0,adfa_ld,normal
12.18,0,0,0.2,0,0,adfa_ld,normal
5.67,0,0,-5.85,0,0,adfa_ld,normal
26.16,1,0,36.37,2,2,adfa_ld,lateral_movement
17.37,0,0,0.12,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
52.93,0,0,0.0,0,0,adfa_ld,normal
40.69,0,0,-1.84,0,0,adfa_ld,normal
8.81,0,0,7.33,0,0,adfa_ld,normal
16.92,0,0,28.97,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
7.95,0,0,0.66,0,0,adfa_ld,normal
13.0,0,0,1.8,0,0,adfa_ld,normal
35.85,0,0,0.55,0,0,adfa_ld,normal
22.73,0,0,1.69,0,0,adfa_ld,normal
27.08,0,0,34.0,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
18.12,0,0,-8.15,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
18.77,0,0,0.58,0,0,adfa_ld,normal
11.86,0,0,0.49,0,0,adfa_ld,normal
3.75,0,0,-0.32,0,0,adfa_ld,normal
10.46,0,0,2.5,0,0,adfa_ld,normal
15.17,2,0,-0.41,4,3,adfa_ld,process_injection
9.23,0,0,5.01,0,0,local_machine,normal
4.64,0,0,-5.34,0,0,adfa_ld,normal
27.87,0,0,0.34,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
2.5,0,0,-2.21,0,0,adfa_ld,normal
7.59,0,0,2.13,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
37.55,0,0,0.2,0,0,adfa_ld,normal
22.98,0,0,0.93,0,0,adfa_ld,normal
21.94,0,0,-10.44,0,0,adfa_ld,normal
4.7,0,0,-5.27,0,0,adfa_ld,normal
17.09,0,0,-8.3,0,0,adfa_ld,normal
4.83,0,0,-2.73,0,0,adfa_ld,normal
9.71,0,0,-0.68,0,0,adfa_ld,normal
11.17,0,0,-0.13,0,0,adfa_ld,normal
8.04,0,0,-4.48,0,0,adfa_ld,normal
13.51,0,0,11.46,0,0,adfa_ld,normal
12.16,0,0,6.51,0,0,adfa_ld,normal
10.0,0,0,2.38,0,0,adfa_ld,normal
